client_id,loan_type,loan_amount,repaid,loan_id,loan_start,loan_end,rate
46180,other,12325,1,11816,2014-03-11,2016-07-16,6.13
46180,other,11679,0,10810,2014-04-15,2016-07-27,2.34
46180,cash,2628,1,10038,2000-06-18,2002-04-06,3.14
46180,home,11761,1,11990,2005-11-13,2007-07-13,0.89
46180,other,6512,1,10687,2010-11-06,2012-05-10,9.26
46180,cash,8320,0,10670,2005-08-24,2008-05-16,5.51
46180,home,1607,0,11112,2003-02-28,2005-05-01,2.23
46180,credit,5362,0,10237,2013-01-07,2014-05-23,2.48
46180,credit,2569,1,11672,2013-03-02,2015-03-05,0.87
46180,credit,9221,1,10893,2002-07-20,2004-02-14,0.88
25707,other,12048,0,11987,2010-10-20,2013-02-04,0.33
25707,credit,11403,0,11649,2006-01-19,2007-09-15,5.47
25707,other,2477,1,10009,2009-05-25,2011-02-17,1.82
25707,home,2203,0,10363,2014-02-11,2015-08-20,7.4
25707,other,10422,0,11126,2013-01-27,2015-02-01,9.44
25707,credit,5200,1,10205,2010-02-27,2012-07-08,5.72
25707,other,9942,1,10438,2009-03-26,2010-10-22,2.39
25707,credit,8267,0,10104,2010-08-02,2012-05-21,3.18
25707,cash,13913,0,11211,2011-11-24,2014-04-14,0.57
25707,cash,1212,1,10611,2010-08-17,2013-04-01,1.68
25707,home,4025,1,10660,2005-05-09,2007-08-26,0.85
25707,credit,2735,0,11528,2006-01-20,2007-08-26,1.37
25707,cash,12623,1,11790,2004-09-15,2007-01-23,4.09
25707,credit,9905,1,11505,2004-05-12,2006-08-17,0.9
25707,home,5265,0,11884,2011-06-21,2013-03-18,4.37
25707,credit,10636,0,10562,2000-12-29,2003-05-24,4.59
25707,other,11467,1,11499,2011-10-27,2014-01-09,4.56
25707,cash,5467,0,10244,2006-12-28,2008-08-05,1.58
25707,home,13698,0,10958,2003-09-02,2006-05-23,3.21
25707,credit,6371,0,11942,2011-01-15,2013-02-21,6.02
39505,home,13006,1,11390,2014-01-24,2015-11-05,5.0
39505,cash,9600,0,10966,2014-06-27,2017-02-15,0.25
39505,cash,4108,0,11411,2012-12-22,2015-01-17,8.34
39505,cash,11647,1,11928,2003-07-28,2005-12-24,9.91
39505,other,14575,1,11650,2006-06-22,2008-09-04,0.7
39505,home,12596,0,10861,2006-04-26,2008-01-05,0.6
39505,home,2274,1,11140,2000-01-26,2002-01-29,1.0
39505,other,6484,1,10407,2011-02-14,2012-12-07,1.14
39505,cash,1918,0,11980,2005-05-23,2007-01-15,3.05
39505,home,2865,0,10692,2012-08-02,2014-07-14,3.57
39505,credit,4463,0,11852,2007-01-07,2008-10-03,2.44
39505,cash,3351,0,10763,2004-07-19,2006-04-14,0.65
39505,credit,10436,0,10509,2007-06-15,2009-03-02,1.34
39505,home,3875,1,10770,2004-07-20,2006-11-21,4.25
39505,credit,2778,1,10921,2012-10-23,2015-03-31,2.23
39505,credit,13115,0,11079,2007-01-25,2009-03-01,4.95
39505,other,10333,0,11896,2004-03-04,2006-06-03,0.19
39505,credit,904,0,10188,2013-12-11,2015-05-05,1.62
39505,cash,12991,1,10143,2004-08-28,2006-09-14,3.98
39505,credit,7162,1,11052,2004-07-29,2006-06-24,8.6
32726,credit,9562,1,10045,2004-03-02,2005-08-29,4.45
32726,other,3576,1,11975,2009-08-15,2011-08-08,2.87
32726,other,11846,0,11695,2006-07-09,2008-08-28,2.78
32726,home,3540,0,10676,2004-01-06,2006-03-19,9.1
32726,credit,9141,0,11488,2003-05-21,2004-11-24,2.06
32726,home,2830,1,11304,2001-10-17,2003-07-28,0.32
32726,credit,11911,0,10383,2004-04-23,2006-04-29,4.2
32726,other,5325,1,10858,2014-04-02,2016-10-30,2.83
32726,home,5036,0,11031,2009-03-27,2010-09-24,2.7
32726,cash,10671,1,11520,2002-03-02,2004-09-01,3.74
32726,other,2418,1,11338,2009-03-29,2011-10-28,0.97
32726,credit,14522,0,10202,2005-06-23,2007-07-01,3.74
32726,home,851,1,10326,2003-11-03,2005-07-03,0.66
32726,other,5804,0,10424,2011-04-21,2013-04-16,4.14
32726,other,1710,1,10522,2000-06-12,2002-05-08,0.31
32726,home,3754,1,10049,2012-01-27,2013-09-15,3.31
32726,other,1234,0,11537,2007-09-05,2009-09-01,4.58
32726,credit,7499,1,10285,2012-10-07,2015-03-12,2.72
32726,cash,14802,1,10436,2011-11-16,2014-06-23,2.64
35089,other,773,1,11595,2014-09-26,2016-04-23,7.63
35089,home,9175,1,11547,2003-04-02,2005-04-21,5.36
35089,home,13194,1,11221,2009-05-28,2011-04-01,4.3
35089,home,1543,0,11484,2013-02-21,2015-03-04,2.99
35089,cash,10017,0,11561,2000-05-24,2002-06-15,1.89
35089,credit,8576,1,11283,2001-03-22,2002-12-15,5.96
35089,cash,5204,1,10087,2003-01-08,2004-10-28,2.66
35089,home,6263,1,10210,2011-12-01,2014-03-24,0.66
35089,cash,3703,0,11939,2005-07-23,2007-09-03,7.13
35089,other,2932,1,10107,2012-06-17,2014-08-13,3.6
35089,other,6048,1,10594,2012-06-17,2014-08-02,2.84
35089,home,10947,0,11793,2000-09-08,2003-01-14,0.67
35089,credit,4489,0,11244,2009-09-06,2012-01-13,2.27
35089,other,11854,0,11766,2012-05-22,2014-05-31,5.76
35089,other,12888,1,11287,2006-10-06,2008-08-29,1.16
35089,cash,2568,1,11418,2006-01-04,2008-06-15,1.76
35089,credit,6336,1,10106,2003-04-10,2004-09-29,4.99
35089,credit,6462,1,11759,2010-04-10,2012-06-24,1.0
35089,home,10080,0,10716,2002-04-25,2004-03-10,5.89
35089,credit,5732,0,11492,2006-03-04,2007-08-01,1.75
35214,cash,11873,1,10693,2011-06-27,2014-02-28,3.31
35214,other,14767,0,11539,2006-03-08,2007-12-24,1.58
35214,cash,13309,0,11023,2007-06-09,2009-11-21,2.66
35214,home,11356,0,10275,2012-05-02,2014-06-06,0.9
35214,home,5236,1,11587,2005-02-18,2006-08-31,0.86
35214,home,3743,0,11060,2000-04-21,2002-05-03,7.5
35214,credit,6352,0,11685,2003-04-03,2005-06-25,1.93
35214,home,9389,0,10336,2014-03-18,2016-05-07,1.4
35214,home,667,0,11731,2007-02-01,2009-04-06,5.11
35214,home,3852,0,11147,2005-09-20,2007-09-22,2.1
35214,other,1887,1,10456,2011-07-09,2013-07-27,2.76
35214,home,7738,0,10637,2003-04-09,2005-09-05,4.29
35214,credit,7567,0,10017,2004-02-11,2005-07-02,4.66
35214,home,6513,1,11594,2007-07-01,2008-12-18,8.44
35214,credit,5250,1,11010,2004-04-25,2006-05-19,5.51
35214,home,10800,1,11420,2013-07-06,2015-08-14,2.21
35214,other,4953,1,10908,2010-07-23,2012-05-02,0.16
35214,cash,3872,1,10741,2002-02-27,2003-12-29,0.57
48177,cash,809,0,10098,2000-06-09,2002-09-01,7.11
48177,credit,12216,0,10697,2007-05-07,2009-07-25,5.85
48177,other,7237,0,11850,2009-09-17,2011-03-08,6.0
48177,cash,6521,0,11235,2014-07-12,2016-02-22,6.17
48177,cash,12592,0,11683,2007-09-13,2009-10-22,1.23
48177,other,1383,0,11264,2009-08-08,2012-01-03,5.69
48177,cash,14740,0,11261,2009-01-27,2010-12-06,1.25
48177,home,5818,1,10261,2014-08-26,2017-01-26,1.22
48177,credit,659,1,10684,2014-10-05,2017-01-16,1.52
48177,other,7813,1,10073,2012-05-10,2014-07-17,2.14
48177,cash,7907,0,11968,2014-04-17,2016-01-11,4.87
48177,other,2797,1,11593,2001-07-18,2004-01-08,5.13
48177,other,8703,1,10933,2002-10-25,2005-07-12,0.61
48177,cash,4112,1,10262,2006-10-07,2009-04-20,5.44
48177,cash,11066,0,10271,2009-04-03,2010-10-08,1.41
48177,credit,10830,0,11177,2009-06-07,2011-10-17,4.98
48177,other,14006,1,11680,2009-10-27,2012-06-26,2.81
48177,home,5536,1,10956,2001-01-06,2002-06-19,0.52
48177,other,6318,0,10224,2003-02-02,2005-05-08,10.89
26326,other,10902,1,11559,2014-09-06,2016-11-14,6.73
26326,other,1164,0,11960,2014-08-02,2017-01-29,0.5
26326,other,13264,1,10543,2011-07-09,2013-06-05,0.78
26326,cash,8794,0,11024,2003-04-25,2005-07-20,1.63
26326,credit,5275,0,11072,2014-11-11,2016-07-17,1.45
26326,credit,12377,0,10671,2010-04-10,2011-11-03,0.51
26326,home,4856,1,11740,2009-03-10,2010-10-15,1.14
26326,other,10261,1,11386,2013-05-17,2015-10-07,0.74
26326,credit,13464,0,11655,2001-10-06,2004-03-25,2.13
26326,home,12760,0,11708,2003-12-11,2006-04-13,5.43
26326,home,3083,1,11706,2011-04-05,2012-10-10,6.61
26326,cash,6147,1,10491,2003-06-01,2005-07-15,3.24
26326,home,2847,1,11251,2000-03-06,2001-09-26,1.32
26326,other,1411,0,10729,2009-01-07,2011-02-24,2.98
26326,home,3597,1,11988,2001-04-14,2003-03-06,2.74
26326,other,6119,0,11513,2005-11-15,2007-06-06,2.35
42320,home,8090,0,10156,2012-09-22,2015-04-17,3.18
42320,cash,13643,1,10728,2002-08-04,2004-05-10,1.3
42320,home,5784,1,10909,2005-06-22,2007-06-19,1.97
42320,cash,5974,0,11538,2006-01-19,2008-04-29,2.51
42320,credit,8517,1,10624,2000-12-02,2002-11-06,0.64
42320,cash,3241,0,11882,2001-12-13,2004-01-12,0.69
42320,other,8367,1,11812,2007-08-24,2009-06-16,6.74
42320,cash,7906,0,11733,2006-02-12,2007-09-17,3.68
42320,home,12090,1,11443,2010-03-07,2011-09-12,1.28
42320,other,9498,0,11770,2003-07-24,2006-01-23,2.26
42320,home,2877,1,10603,2004-10-27,2007-06-13,0.76
42320,home,1136,0,11574,2012-04-08,2014-04-23,5.57
42320,cash,13887,1,11035,2005-06-22,2007-09-06,4.95
42320,home,3851,1,11208,2002-12-13,2004-10-01,0.38
42320,credit,1070,1,10769,2011-11-13,2014-02-19,0.95
32961,credit,2275,0,11448,2002-10-12,2004-06-29,9.14
32961,home,14257,1,11372,2010-05-25,2012-10-07,0.34
32961,home,9237,0,10850,2011-11-25,2014-07-27,0.01
32961,cash,2630,0,10906,2012-04-21,2014-06-14,3.98
32961,home,4964,0,11631,2004-08-22,2006-06-02,4.17
32961,cash,1732,0,10426,2010-06-06,2012-04-20,1.84
32961,credit,13783,1,10239,2013-07-05,2014-12-03,0.59
32961,credit,6000,0,10552,2004-12-28,2007-09-16,6.38
32961,credit,12553,1,11113,2001-09-08,2003-06-15,2.98
32961,other,2380,1,10918,2007-01-06,2008-08-29,6.92
32961,home,14784,1,10945,2006-03-14,2007-10-18,5.01
32961,other,13674,0,11932,2013-11-24,2016-08-08,2.15
32961,cash,11901,1,11915,2003-06-21,2005-09-04,8.74
32961,other,4239,1,10802,2003-11-08,2006-04-30,3.93
32961,cash,1693,1,11669,2014-05-06,2017-01-19,1.46
32961,cash,7294,0,10040,2001-12-19,2004-01-20,4.74
32961,credit,10602,1,11427,2008-06-05,2009-12-19,4.44
29841,home,2778,1,11093,2005-03-21,2007-11-06,0.26
29841,other,8223,1,10617,2013-03-23,2015-02-14,2.19
29841,home,13862,0,11730,2013-03-12,2015-12-01,6.11
29841,home,13683,0,10851,2009-09-16,2011-03-15,4.07
29841,home,4241,0,10589,2006-01-20,2008-07-17,2.6
29841,credit,14623,1,11827,2004-12-01,2007-04-08,6.42
29841,credit,6012,0,11965,2000-03-25,2002-07-10,4.63
29841,credit,10499,1,11947,2011-10-16,2014-05-05,1.3
29841,home,14703,0,10116,2013-04-01,2015-05-15,1.19
29841,other,9115,0,10144,2001-10-22,2004-05-16,3.96
29841,cash,4718,0,11175,2014-03-08,2015-09-13,2.74
29841,cash,14837,1,11927,2010-09-18,2012-12-22,0.32
29841,other,13164,1,11716,2010-08-28,2012-02-19,1.14
29841,home,7223,1,11188,2014-06-06,2016-02-24,5.09
29841,credit,14721,0,11045,2005-02-09,2007-06-09,6.76
29841,credit,10537,1,10157,2010-08-04,2013-03-11,3.43
29841,cash,4301,1,10742,2005-01-15,2007-07-18,3.68
29841,cash,9394,1,11617,2011-04-25,2013-04-02,6.12
44601,home,4475,1,10362,2005-07-29,2007-07-06,6.58
44601,credit,7005,1,10988,2011-02-07,2013-03-31,9.22
44601,cash,6636,1,11246,2009-12-07,2011-12-31,2.83
44601,home,8635,1,10700,2004-03-08,2006-10-07,4.97
44601,credit,5478,1,10355,2013-09-28,2016-01-11,3.61
44601,credit,14104,1,10277,2011-01-12,2012-12-22,3.79
44601,credit,10120,0,10177,2001-11-03,2004-02-13,2.42
44601,cash,2003,1,11173,2008-09-13,2011-03-05,1.25
44601,cash,9532,0,10694,2006-10-17,2008-06-06,0.07
44601,other,5085,0,11363,2002-04-13,2004-03-18,2.97
44601,other,6129,1,10289,2013-10-07,2015-05-11,2.76
44601,credit,7232,1,10475,2005-08-19,2007-12-07,3.59
44601,home,6821,1,11826,2013-07-07,2016-03-29,4.05
44601,home,4930,0,10732,2003-02-15,2005-01-09,3.28
44601,cash,1221,1,10798,2009-04-13,2011-05-04,5.52
44601,home,12571,1,10429,2003-04-15,2005-07-05,6.57
44601,home,3376,0,10724,2006-09-20,2008-11-12,0.29
44601,home,11175,1,10721,2010-07-14,2012-11-06,7.14
44601,credit,4625,1,11623,2008-08-04,2010-03-04,5.28
44601,other,6232,1,11183,2003-10-17,2006-04-04,6.83
32885,home,4379,0,10163,2013-09-13,2015-06-23,3.08
32885,cash,11050,1,10919,2009-12-18,2011-06-27,3.49
32885,cash,12291,1,10198,2012-03-28,2014-08-14,1.16
32885,cash,9646,0,10300,2007-12-13,2009-07-12,0.47
32885,home,11649,1,11610,2010-09-07,2012-05-12,0.64
32885,other,4949,1,10891,2010-07-02,2012-12-26,1.48
32885,other,11142,1,11320,2009-05-29,2010-11-06,0.29
32885,cash,10305,0,10240,2007-06-21,2009-01-25,0.1
32885,other,11886,0,11652,2014-05-14,2016-12-10,9.11
32885,credit,12408,0,10681,2008-07-28,2010-10-17,0.88
32885,cash,11538,1,11602,2007-03-11,2009-02-02,0.57
32885,home,3704,0,11128,2007-09-12,2009-02-15,0.17
32885,home,14162,1,11333,2000-08-05,2002-06-01,7.21
32885,home,11783,0,10301,2000-08-10,2003-03-12,2.64
32885,credit,7914,1,11006,2008-12-16,2011-07-20,5.25
49068,cash,4675,1,10024,2005-03-29,2007-09-26,2.77
49068,home,2105,0,10075,2001-04-12,2003-12-23,2.91
49068,other,10082,1,10131,2014-10-10,2016-05-25,0.63
49068,credit,12085,1,11174,2012-03-11,2014-10-17,5.78
49068,cash,4226,1,11249,2007-12-03,2009-04-30,6.67
49068,home,7056,1,11668,2007-01-03,2009-07-30,1.99
49068,cash,6473,1,11546,2002-09-01,2004-10-23,5.18
49068,other,5155,1,11879,2001-06-14,2003-09-02,5.65
49068,cash,9534,1,10502,2003-05-16,2005-01-16,3.17
49068,credit,6620,0,11953,2012-02-12,2014-06-19,0.05
49068,cash,2106,0,11713,2007-03-22,2008-08-04,2.52
49068,cash,1447,1,10386,2010-07-21,2012-11-03,0.39
49068,cash,13910,1,10532,2006-07-12,2007-12-04,2.53
49068,other,13789,1,10470,2011-05-29,2013-09-08,2.03
49068,other,5765,1,10282,2005-06-03,2007-11-02,6.78
49068,cash,6885,0,10706,2012-09-24,2014-06-03,2.57
49068,home,13338,0,10060,2012-07-02,2014-12-14,0.02
49068,cash,11871,1,11154,2011-10-15,2013-11-07,4.08
44387,home,14900,0,11614,2011-01-04,2013-02-05,4.75
44387,cash,5508,0,11367,2011-01-07,2012-08-29,0.8
44387,home,2623,1,11876,2003-06-23,2005-06-29,3.62
44387,home,12465,0,10682,2005-03-03,2007-06-01,2.91
44387,home,8770,1,11588,2005-05-29,2007-07-15,4.19
44387,home,12312,1,11681,2014-02-26,2015-10-03,2.96
44387,cash,2559,0,10690,2014-02-24,2016-06-11,3.27
44387,cash,9893,1,10327,2007-02-27,2009-03-26,5.97
44387,credit,3017,1,10222,2005-07-02,2007-12-01,0.03
44387,cash,12799,1,11674,2001-10-04,2003-02-24,1.17
44387,credit,7279,1,10109,2014-03-20,2016-06-18,4.1
44387,cash,6858,1,11475,2006-12-03,2009-03-19,0.94
44387,other,6562,1,10862,2002-12-22,2005-01-18,0.89
44387,home,4506,0,11315,2002-08-15,2004-10-04,1.91
44387,cash,765,0,10080,2000-07-05,2003-03-28,4.59
39384,home,10779,0,11441,2007-10-28,2010-04-29,5.74
39384,credit,8506,1,11498,2009-03-25,2011-10-12,9.23
39384,cash,5263,1,11273,2013-09-22,2015-10-04,0.6
39384,credit,9582,1,11067,2008-05-29,2010-01-13,2.17
39384,credit,1770,1,10868,2013-08-03,2016-04-28,2.64
39384,credit,2166,1,10274,2012-02-27,2013-08-30,1.56
39384,other,2925,0,10827,2005-12-29,2008-01-07,2.98
39384,cash,3557,0,11100,2014-04-21,2016-12-29,4.16
39384,other,14654,0,11735,2014-07-21,2016-03-13,2.26
39384,cash,8646,1,10538,2014-03-10,2016-11-27,1.84
39384,cash,10022,1,10872,2005-11-20,2007-08-20,5.54
39384,home,7241,1,11972,2009-03-28,2011-03-09,5.83
39384,credit,1825,1,11798,2013-08-19,2015-10-07,1.74
39384,home,9554,0,11787,2010-12-29,2013-06-16,0.43
39384,other,13131,1,10579,2012-08-12,2014-06-17,2.95
39384,cash,10758,0,11238,2009-09-26,2011-11-05,1.24
39384,cash,11728,0,11700,2007-04-20,2009-11-09,5.78
39384,credit,6634,1,11336,2007-04-18,2008-10-24,1.53
39384,credit,10703,1,11038,2002-05-29,2004-05-16,9.01
26695,credit,2389,0,10197,2010-09-03,2013-01-09,3.81
26695,home,3504,0,11276,2001-09-29,2003-10-28,0.22
26695,home,9808,1,10806,2000-07-27,2003-04-18,1.23
26695,cash,9606,1,11853,2003-11-04,2005-04-29,1.86
26695,home,3915,1,10947,2008-12-08,2011-04-17,0.32
26695,other,13918,1,10985,2014-10-03,2016-10-25,0.9
26695,other,8846,1,10683,2006-09-05,2009-05-02,2.89
26695,home,11763,0,10048,2012-07-18,2014-12-27,3.45
26695,other,10022,0,11848,2010-11-22,2013-06-14,2.85
26695,home,10378,0,11481,2008-08-26,2010-05-12,2.38
26695,home,13269,0,11830,2004-04-29,2006-03-14,4.79
26695,cash,2650,0,10612,2004-10-29,2007-02-20,1.99
26695,cash,3660,0,10341,2011-12-19,2013-11-21,2.55
26695,cash,14865,0,11604,2009-04-09,2011-09-18,2.54
26695,home,4698,0,11959,2003-03-19,2004-09-03,6.51
26695,credit,3455,0,11728,2002-03-03,2004-07-29,2.34
26695,other,9323,1,10468,2002-10-22,2005-03-17,2.79
26695,credit,4776,1,10305,2003-09-16,2005-09-20,0.97
38537,cash,3418,0,11991,2005-02-02,2006-10-10,0.63
38537,credit,9349,1,10427,2007-07-23,2009-07-24,3.33
38537,other,14639,0,11871,2012-08-19,2014-12-11,2.53
38537,other,14804,1,10953,2005-10-01,2007-07-19,0.66
38537,home,2525,0,10508,2003-05-29,2005-10-14,3.14
38537,credit,2396,1,10308,2002-04-13,2003-11-06,8.01
38537,cash,12551,0,10507,2011-08-11,2014-01-19,5.32
38537,cash,8797,1,11654,2014-03-14,2016-01-17,0.64
38537,other,14342,1,10032,2002-01-02,2003-10-14,1.29
38537,other,5776,1,10392,2012-10-27,2014-10-21,1.0
38537,credit,2451,0,11331,2001-12-24,2004-03-06,0.35
38537,home,14637,0,10115,2011-07-10,2013-11-01,4.79
38537,credit,9355,1,10408,2004-04-22,2006-02-13,1.64
38537,credit,4643,1,11825,2012-04-29,2013-10-15,0.37
38537,other,9457,1,10276,2004-07-09,2006-06-01,2.37
38537,other,13130,0,10688,2013-07-12,2015-11-03,0.46
38537,credit,10498,1,11197,2007-05-16,2009-12-27,4.09
46958,cash,6596,1,10537,2005-08-25,2008-03-29,2.48
46958,home,12139,0,10174,2001-02-19,2003-07-04,4.75
46958,other,10377,0,11278,2008-04-10,2009-12-31,0.75
46958,other,9069,0,11226,2004-03-03,2006-04-12,5.8
46958,cash,2737,0,10655,2001-12-09,2004-04-01,6.17
46958,credit,8308,0,10195,2014-08-12,2017-05-07,0.32
46958,home,9641,0,11361,2007-03-10,2009-03-02,1.88
46958,credit,2390,1,11206,2012-09-28,2015-01-16,3.03
46958,other,12575,1,11355,2011-09-14,2013-12-21,4.79
46958,credit,13187,0,11618,2010-10-10,2013-06-22,1.96
46958,other,7372,0,10091,2000-07-13,2002-09-15,4.88
46958,cash,12586,0,11615,2002-10-22,2004-05-20,2.25
46958,other,14942,0,10399,2005-01-09,2006-11-21,1.94
41472,other,986,1,11353,2013-07-28,2016-01-17,0.6
41472,home,5095,0,11406,2010-04-16,2012-08-22,5.0
41472,other,8597,0,10639,2005-06-27,2007-11-21,7.36
41472,home,1270,0,11855,2014-04-17,2015-10-28,9.82
41472,cash,12571,1,11266,2004-09-20,2006-09-20,0.92
41472,cash,5758,0,11711,2003-02-04,2005-09-27,1.88
41472,cash,7779,1,10094,2001-10-23,2004-02-13,9.22
41472,home,13657,1,10166,2000-04-11,2001-09-08,5.68
41472,other,11222,1,10583,2011-08-27,2013-11-11,5.61
41472,cash,13082,0,11101,2002-07-12,2004-02-03,3.96
41472,cash,10122,0,11936,2014-08-06,2016-06-22,1.03
41472,other,6661,1,11148,2003-04-14,2005-08-05,1.12
41472,other,11773,0,10364,2001-05-09,2003-12-30,6.19
41472,credit,1968,1,11438,2013-07-01,2015-05-23,0.7
41472,credit,4078,0,11041,2011-09-18,2013-03-02,0.01
41472,credit,5554,1,11792,2006-02-13,2008-08-16,4.6
49624,credit,14679,1,11524,2006-04-03,2008-04-12,6.49
49624,other,2572,1,10578,2004-05-04,2005-12-16,2.28
49624,cash,8621,0,10454,2014-07-26,2015-12-29,3.18
49624,cash,13221,1,11581,2003-05-07,2006-01-06,3.94
49624,credit,11219,1,11132,2013-08-12,2016-03-15,3.77
49624,cash,11943,0,11310,2002-10-26,2004-12-01,6.24
49624,other,2361,0,11002,2006-09-28,2008-07-22,4.24
49624,credit,9296,1,10714,2003-04-28,2005-05-04,3.44
49624,home,8133,1,10312,2009-03-14,2011-03-21,12.62
49624,credit,6050,0,11034,2011-03-24,2012-12-21,3.45
49624,other,13015,1,10233,2002-07-25,2005-03-26,0.32
49624,home,7876,1,11977,2005-05-15,2007-05-04,5.83
49624,credit,2461,1,10185,2012-10-26,2015-05-30,4.12
49624,other,14421,0,10826,2004-09-03,2006-01-31,0.01
49624,home,11750,0,10072,2003-10-17,2005-11-04,0.63
26945,credit,6010,0,10078,2005-03-06,2006-11-29,2.64
26945,credit,8337,0,11580,2000-12-07,2002-05-01,1.23
26945,cash,9249,1,11482,2013-12-24,2016-05-11,2.86
26945,other,8899,1,10079,2002-08-19,2005-02-24,3.98
26945,credit,1367,1,10439,2013-07-29,2016-01-12,3.51
26945,cash,8685,1,10315,2007-11-08,2009-10-25,2.76
26945,credit,3510,0,10196,2002-07-14,2004-08-10,3.19
26945,home,653,0,11230,2002-08-08,2004-05-01,2.95
26945,other,13726,0,11442,2007-05-16,2010-01-12,1.2
26945,home,14593,1,10812,2009-10-16,2011-07-07,0.5
26945,other,12963,0,10330,2001-11-26,2004-06-11,2.46
26945,credit,1728,1,10248,2004-01-27,2005-06-21,5.27
26945,other,9329,0,10154,2001-12-17,2004-07-22,5.65
26945,home,4197,0,10333,2003-10-16,2005-07-10,4.5
