loan_id,payment_amount,payment_date,missed
11247,1969,2011-09-24,0
11247,2378,2011-10-09,0
11247,2264,2011-10-23,1
11247,1553,2011-11-12,0
11247,2273,2011-12-10,0
11247,2868,2012-01-24,1
11247,2005,2012-02-26,1
10939,581,2008-12-15,0
10939,559,2009-01-21,0
10939,413,2009-01-31,0
10939,807,2009-02-28,0
10939,704,2009-04-01,1
10939,571,2009-05-01,1
10939,798,2009-05-15,1
10939,690,2009-06-01,1
10192,829,2013-04-01,1
10192,792,2013-04-29,1
10192,860,2013-05-25,1
10192,536,2013-06-28,1
10192,777,2013-08-06,0
10192,571,2013-08-23,1
11866,1446,2002-03-19,1
11866,1602,2002-04-13,1
11866,1586,2002-05-07,0
11866,990,2002-05-24,0
11866,1282,2002-06-28,0
11043,2562,2002-08-08,1
11043,1691,2002-08-28,1
11043,2854,2002-10-04,0
11043,2176,2002-11-13,1
11043,1871,2002-12-22,1
11043,1601,2003-01-11,1
11043,2505,2003-02-18,1
10691,2281,2001-12-31,0
10691,1440,2002-02-01,0
10691,1918,2002-03-09,1
10691,2509,2002-04-08,1
10691,1556,2002-05-04,1
10691,2526,2002-06-06,0
11514,1348,2014-05-16,1
11514,970,2014-05-26,1
11514,1330,2014-06-13,1
11514,1154,2014-07-03,1
11514,1077,2014-07-17,0
11514,1063,2014-09-03,1
11514,1194,2014-10-05,0
11514,1148,2014-11-04,1
11514,894,2014-11-29,0
11403,1765,2001-09-08,1
11403,1121,2001-10-10,0
11403,1231,2001-11-03,1
11403,1817,2001-12-13,0
11403,1215,2002-01-08,0
11403,971,2002-02-04,1
11403,1169,2002-03-22,1
10864,1227,2001-11-16,1
10864,1355,2001-12-21,0
10864,2030,2002-01-28,0
10864,1583,2002-02-12,0
10864,1629,2002-03-24,1
10864,2004,2002-04-19,1
10864,1787,2002-05-07,0
10864,1344,2002-05-23,0
11573,2145,2005-12-21,1
11573,1168,2006-01-01,1
11573,1981,2006-01-17,0
11573,1310,2006-02-23,1
11573,1542,2006-03-17,1
11573,1677,2006-04-13,1
11573,1480,2006-05-23,0
11234,1251,2001-11-22,0
11234,2037,2001-12-24,0
11234,2193,2002-01-31,1
11234,1947,2002-02-17,1
11234,2069,2002-03-05,1
11234,1811,2002-04-09,0
11234,1481,2002-05-10,0
11215,2106,2013-06-25,1
11215,2321,2013-07-27,0
11215,2326,2013-08-28,0
11215,2531,2013-09-16,1
11215,2575,2013-10-28,0
11215,1980,2013-12-15,1
10425,1509,2001-11-12,1
10425,2011,2001-12-23,1
10425,1577,2002-01-31,0
10425,1448,2002-03-16,1
10425,1493,2002-04-23,1
11914,2527,2011-10-23,1
11914,2620,2011-11-17,1
11914,2873,2011-12-06,0
11914,2491,2012-01-05,1
11914,2849,2012-01-26,1
10816,1536,2000-04-18,0
10816,1571,2000-05-25,0
10816,1317,2000-07-07,0
10816,1586,2000-07-27,1
10816,853,2000-08-06,1
10816,1531,2000-09-03,1
11861,517,2005-09-05,0
11861,642,2005-10-14,0
11861,600,2005-11-22,1
11861,575,2005-12-19,1
11861,444,2006-01-14,1
11861,736,2006-02-15,1
11861,546,2006-03-16,1
11861,670,2006-04-09,1
10302,540,2006-01-04,1
10302,580,2006-01-25,1
10302,474,2006-02-11,1
10302,576,2006-03-02,0
10302,522,2006-03-16,1
10302,355,2006-04-30,0
10302,489,2006-06-17,1
10302,571,2006-07-28,1
10302,529,2006-09-03,0
10313,534,2012-11-19,1
10313,352,2012-12-15,1
10313,396,2012-12-27,1
10313,652,2013-02-04,1
10313,402,2013-03-07,0
10313,645,2013-03-27,1
10840,564,2009-03-12,0
10840,763,2009-03-22,0
10840,643,2009-04-18,0
10840,637,2009-05-09,0
10840,560,2009-05-23,0
10840,691,2009-06-11,0
10840,676,2009-07-23,1
10840,745,2009-08-08,1
10888,2212,2003-12-13,0
10888,1699,2004-01-24,1
10888,1695,2004-03-06,0
10888,2151,2004-04-06,1
10888,2024,2004-05-25,0
10888,2719,2004-06-10,0
10888,2210,2004-07-27,0
10888,1473,2004-09-04,0
11461,1760,2010-01-04,1
11461,2374,2010-01-30,0
11461,2477,2010-03-12,0
11461,2264,2010-04-17,0
11461,1536,2010-05-19,1
11461,2267,2010-06-28,1
11461,2324,2010-07-17,0
11022,1750,2014-03-13,1
11022,1615,2014-04-28,0
11022,1998,2014-06-16,0
11022,1870,2014-08-04,0
11022,1098,2014-08-22,0
11277,1422,2012-01-09,0
11277,1159,2012-02-14,0
11277,1176,2012-02-28,0
11277,1024,2012-04-05,1
11277,1068,2012-05-10,1
11277,1309,2012-06-09,0
11277,1554,2012-06-23,1
11328,2213,2005-08-10,0
11328,2120,2005-09-13,0
11328,1927,2005-10-13,0
11328,2223,2005-10-31,1
11328,2000,2005-12-08,0
10251,754,2005-11-09,0
10251,752,2005-11-27,0
10251,979,2006-01-02,0
10251,576,2006-01-18,1
10251,962,2006-02-11,1
10251,862,2006-03-13,1
11487,1198,2006-04-03,0
11487,1121,2006-04-17,1
11487,1167,2006-05-20,0
11487,1228,2006-06-13,0
11487,996,2006-07-28,0
10511,522,2002-08-07,0
10511,670,2002-09-22,0
10511,493,2002-11-05,1
10511,495,2002-11-15,1
10511,664,2002-12-11,1
10567,1285,2008-08-07,1
10567,980,2008-08-21,1
10567,1191,2008-10-07,0
10567,1313,2008-10-27,0
10567,1665,2008-11-22,0
10567,1768,2009-01-07,0
10567,1858,2009-02-17,1
10567,1417,2009-03-04,0
11466,1061,2000-08-24,0
11466,1791,2000-09-27,0
11466,1646,2000-11-13,1
11466,1005,2000-11-27,1
11466,1519,2000-12-11,0
11466,1610,2000-12-30,1
10292,116,2000-08-09,0
10292,106,2000-09-24,1
10292,158,2000-10-18,0
10292,142,2000-11-21,0
10292,132,2000-12-01,0
10292,116,2000-12-24,1
10292,136,2001-02-08,0
10292,95,2001-03-27,0
10292,130,2001-05-03,0
10991,1794,2014-11-11,1
10991,2169,2014-12-23,1
10991,1144,2015-01-07,1
10991,2092,2015-02-21,0
10991,2115,2015-03-18,0
11878,2225,2007-01-11,0
11878,1456,2007-02-15,1
11878,2427,2007-03-15,1
11878,1514,2007-04-22,0
11878,1330,2007-05-03,0
11878,2543,2007-05-29,1
11890,2091,2008-12-28,0
11890,1520,2009-01-20,0
11890,1585,2009-02-06,1
11890,1522,2009-02-25,0
11890,2181,2009-03-11,1
10755,1240,2003-11-08,0
10755,2136,2003-12-23,1
10755,2060,2004-02-03,0
10755,1625,2004-03-06,0
10755,1351,2004-04-15,0
11430,108,2009-10-12,1
11430,136,2009-11-23,1
11430,105,2010-01-02,1
11430,128,2010-02-19,0
11430,91,2010-03-05,0
11204,581,2004-01-11,0
11204,322,2004-02-10,0
11204,478,2004-03-12,1
11204,323,2004-04-03,1
11204,429,2004-04-27,1
11204,542,2004-05-14,1
11204,439,2004-06-24,0
10664,1329,2008-04-12,0
10664,1175,2008-05-02,0
10664,1776,2008-05-16,1
10664,1544,2008-06-11,0
10664,947,2008-06-25,0
10664,1415,2008-07-21,1
10664,1417,2008-08-12,1
10664,1035,2008-09-01,0
10664,928,2008-09-21,1
10416,1975,2004-02-14,0
10416,2233,2004-03-15,1
10416,1431,2004-03-25,1
10416,2660,2004-04-21,0
10416,1980,2004-05-15,1
10416,2584,2004-07-03,1
10416,1858,2004-08-15,0
10416,1413,2004-09-11,0
11317,1162,2011-12-24,0
11317,1066,2012-02-02,0
11317,970,2012-03-11,0
11317,731,2012-04-24,0
11317,926,2012-05-22,0
11317,865,2012-06-01,0
11317,1186,2012-06-13,0
10887,392,2014-06-28,0
10887,428,2014-07-14,1
10887,706,2014-08-20,0
10887,598,2014-09-20,1
10887,545,2014-10-14,0
10887,651,2014-12-01,0
10887,440,2015-01-11,0
10887,697,2015-02-02,1
11553,905,2001-01-06,0
11553,1338,2001-01-27,1
11553,813,2001-02-24,0
11553,1078,2001-03-29,0
11553,848,2001-04-28,0
11553,1195,2001-06-07,1
11837,1179,2002-08-07,0
11837,1189,2002-09-01,0
11837,1573,2002-09-29,0
11837,1817,2002-10-13,1
11837,1075,2002-11-01,1
11837,1192,2002-11-28,1
11837,1630,2002-12-30,1
11555,878,2004-04-22,0
11555,829,2004-05-23,1
11555,1100,2004-06-28,0
11555,1329,2004-07-09,0
11555,931,2004-07-20,0
11555,1229,2004-09-06,1
11555,818,2004-10-10,1
11555,846,2004-11-16,0
11026,2306,2013-12-20,0
11026,1791,2014-02-01,1
11026,2229,2014-02-20,1
11026,1991,2014-03-17,1
11026,1941,2014-03-28,1
11026,2552,2014-04-21,0
11026,1733,2014-05-07,0
11026,1590,2014-06-04,1
10379,993,2001-01-01,1
10379,1030,2001-02-05,1
10379,872,2001-02-15,1
10379,1539,2001-03-09,0
10379,1496,2001-04-26,0
11816,1497,2014-05-16,1
11816,1433,2014-05-27,0
11816,2324,2014-06-20,1
11816,2379,2014-07-21,0
11816,1601,2014-08-07,0
11816,1263,2014-09-08,1
11816,1399,2014-10-09,1
11816,1403,2014-10-19,1
10810,1529,2014-05-29,1
10810,1282,2014-06-14,1
10810,1689,2014-07-27,1
10810,1485,2014-08-29,1
10810,1526,2014-09-11,0
10810,1637,2014-09-28,0
10038,432,2000-08-30,0
10038,436,2000-09-26,0
10038,428,2000-11-11,1
10038,460,2000-12-21,0
10038,458,2001-02-01,1
10038,269,2001-02-18,0
11990,1498,2005-12-29,0
11990,1975,2006-01-29,1
11990,1906,2006-03-14,1
11990,1579,2006-04-08,1
11990,2324,2006-05-22,0
11990,1307,2006-07-01,0
11990,2210,2006-07-14,1
11990,2273,2006-08-29,0
10687,1028,2010-12-26,0
10687,971,2011-01-07,0
10687,1203,2011-01-27,1
10687,1066,2011-03-13,0
10687,991,2011-04-22,1
10687,999,2011-05-23,0
10687,663,2011-07-11,1
10687,1149,2011-08-13,0
10670,1456,2005-11-01,0
10670,1219,2005-11-23,0
10670,1459,2006-01-06,0
10670,1358,2006-02-24,0
10670,1508,2006-03-14,0
10670,1452,2006-03-29,0
10670,1585,2006-05-03,1
11112,187,2003-05-11,0
11112,163,2003-05-22,1
11112,224,2003-06-14,0
11112,259,2003-07-07,0
11112,300,2003-08-16,1
11112,171,2003-09-07,0
10237,1069,2013-02-27,0
10237,880,2013-03-10,0
10237,790,2013-03-26,0
10237,1069,2013-04-16,1
10237,788,2013-05-30,0
10237,801,2013-06-23,1
11672,471,2013-05-20,0
11672,383,2013-06-09,1
11672,488,2013-06-21,0
11672,360,2013-07-16,1
11672,420,2013-07-30,0
10893,1182,2002-09-02,0
10893,1705,2002-10-14,0
10893,1492,2002-11-08,1
10893,1123,2002-12-20,0
10893,1314,2003-02-07,0
10893,1598,2003-03-01,0
10893,1495,2003-03-23,0
11987,1347,2011-01-07,0
11987,1962,2011-01-26,0
11987,1249,2011-02-07,0
11987,1324,2011-03-25,1
11987,2385,2011-05-02,1
11987,1714,2011-06-12,1
11987,1433,2011-07-08,0
11987,1562,2011-07-25,1
11987,1870,2011-08-13,0
11649,1960,2006-03-11,1
11649,2237,2006-04-07,1
11649,1995,2006-05-02,1
11649,1818,2006-06-01,0
11649,1365,2006-06-22,1
10009,310,2009-07-20,0
10009,300,2009-08-31,0
10009,386,2009-09-15,1
10009,326,2009-10-01,1
10009,280,2009-10-14,0
10009,394,2009-11-06,0
10363,306,2014-04-11,1
10363,304,2014-05-01,0
10363,278,2014-06-17,1
10363,346,2014-07-12,0
10363,368,2014-08-21,0
10363,240,2014-09-18,1
10363,265,2014-10-23,0
10363,241,2014-11-10,1
11126,1118,2013-03-25,1
11126,1916,2013-05-07,0
11126,1140,2013-05-22,0
11126,1051,2013-06-05,0
11126,1465,2013-06-28,0
11126,1553,2013-08-02,1
11126,1285,2013-09-09,1
10205,938,2010-04-30,1
10205,828,2010-05-13,1
10205,676,2010-06-26,0
10205,927,2010-07-11,1
10205,777,2010-07-21,1
10205,975,2010-08-21,0
10205,924,2010-09-25,1
10438,1647,2009-05-30,1
10438,1946,2009-06-13,1
10438,1204,2009-07-31,0
10438,1330,2009-09-07,0
10438,1978,2009-09-17,1
10438,1711,2009-09-28,0
10104,1002,2010-10-18,1
10104,1633,2010-12-02,1
10104,1539,2010-12-23,0
10104,990,2011-01-26,0
10104,1603,2011-03-13,0
11211,1892,2012-01-03,0
11211,2565,2012-01-25,0
11211,2418,2012-03-02,0
11211,1919,2012-03-26,1
11211,2083,2012-04-27,1
11211,1690,2012-05-07,0
11211,2402,2012-06-18,1
10611,129,2010-09-28,1
10611,157,2010-11-08,0
10611,124,2010-12-08,0
10611,124,2010-12-21,1
10611,179,2011-02-02,0
10611,205,2011-02-27,0
10611,229,2011-03-25,0
10611,232,2011-04-27,0
10660,769,2005-06-23,1
10660,764,2005-07-29,0
10660,646,2005-08-11,1
10660,701,2005-09-22,1
10660,728,2005-11-06,1
10660,596,2005-11-22,1
10660,766,2005-12-09,1
11528,294,2006-03-06,0
11528,328,2006-04-16,0
11528,373,2006-05-09,1
11528,503,2006-06-11,0
11528,321,2006-07-12,0
11790,1441,2004-11-30,1
11790,2042,2004-12-12,1
11790,1286,2004-12-28,1
11790,1450,2005-01-26,1
11790,1338,2005-03-03,1
11790,1836,2005-03-31,1
11505,1590,2004-07-25,0
11505,1467,2004-08-14,1
11505,1539,2004-08-24,1
11505,1506,2004-10-12,1
11505,1769,2004-11-01,1
11505,1119,2004-11-30,0
11505,1545,2004-12-21,1
11505,1106,2005-01-30,0
11884,534,2011-08-11,1
11884,678,2011-09-12,1
11884,891,2011-10-19,0
11884,709,2011-11-22,1
11884,718,2011-12-14,0
11884,574,2011-12-31,1
11884,742,2012-01-27,1
11884,676,2012-02-21,0
10562,1127,2001-02-12,1
10562,2064,2001-03-21,1
10562,1768,2001-04-01,0
10562,1942,2001-04-27,0
10562,1679,2001-05-29,0
10562,1167,2001-07-16,1
10562,1127,2001-08-11,0
10562,1444,2001-09-24,1
10562,1083,2001-10-18,0
11499,1481,2011-12-17,0
11499,2060,2012-01-20,0
11499,1294,2012-02-10,1
11499,1281,2012-03-02,0
11499,2000,2012-03-21,0
11499,2249,2012-04-23,1
11499,2168,2012-05-22,1
11499,1238,2012-07-03,1
11499,1794,2012-08-18,1
10244,853,2007-02-20,0
10244,913,2007-03-23,0
10244,684,2007-04-20,1
10244,742,2007-06-08,1
10244,956,2007-07-03,1
10244,588,2007-07-20,0
10244,720,2007-08-21,1
10244,1075,2007-09-21,0
10958,2388,2003-10-25,1
10958,2704,2003-11-16,1
10958,1375,2003-12-18,0
10958,2550,2004-01-07,1
10958,1717,2004-01-22,1
10958,2226,2004-02-11,0
10958,2126,2004-03-01,1
11942,1075,2011-03-31,0
11942,1243,2011-05-04,1
11942,1250,2011-05-28,1
11942,801,2011-06-24,1
11942,729,2011-07-08,1
11942,1130,2011-07-27,1
11942,874,2011-09-14,1
11942,1101,2011-10-29,0
11390,2246,2014-03-29,1
11390,1564,2014-04-29,0
11390,2191,2014-05-09,1
11390,1580,2014-05-30,1
11390,2504,2014-06-16,1
11390,2526,2014-07-26,0
11390,2327,2014-09-12,0
11390,1652,2014-10-14,0
10966,1218,2014-08-30,0
10966,1243,2014-09-23,1
10966,1197,2014-11-04,0
10966,1239,2014-11-18,1
10966,1277,2014-12-25,1
10966,1036,2015-01-31,1
10966,1011,2015-02-16,0
10966,1784,2015-03-24,0
10966,1072,2015-04-11,1
11411,443,2013-02-03,0
11411,545,2013-03-03,1
11411,589,2013-04-08,1
11411,532,2013-05-15,1
11411,690,2013-06-29,1
11411,641,2013-08-07,1
11411,466,2013-08-22,0
11411,416,2013-09-04,0
11928,1856,2003-10-11,0
11928,1546,2003-11-11,0
11928,1407,2003-12-07,1
11928,1412,2004-01-25,0
11928,1976,2004-03-09,0
11650,2764,2006-09-06,1
11650,1794,2006-09-17,0
11650,1712,2006-11-02,0
11650,2733,2006-11-12,1
11650,2294,2006-12-10,1
11650,2489,2006-12-21,0
11650,2703,2007-01-15,1
10861,2102,2006-06-28,1
10861,2370,2006-07-15,0
10861,1751,2006-08-15,1
10861,1738,2006-09-13,0
10861,1872,2006-10-25,0
10861,1570,2006-12-04,0
10861,1926,2006-12-16,0
11140,402,2000-03-19,0
11140,238,2000-04-21,0
11140,443,2000-05-09,0
11140,262,2000-06-07,0
11140,372,2000-07-10,0
11140,247,2000-08-16,0
11140,241,2000-09-15,0
11140,340,2000-10-17,1
11140,410,2000-11-07,0
10407,820,2011-04-12,0
10407,1258,2011-04-22,0
10407,1247,2011-05-27,1
10407,863,2011-06-23,1
10407,1221,2011-07-12,1
10407,750,2011-08-09,0
11980,310,2005-07-02,1
11980,198,2005-08-06,1
11980,222,2005-08-22,1
11980,255,2005-10-09,0
11980,223,2005-10-22,1
10692,517,2012-09-29,1
10692,301,2012-11-17,0
10692,337,2012-11-29,1
10692,409,2013-01-15,0
10692,409,2013-03-05,1
10692,479,2013-04-23,0
11852,759,2007-02-16,1
11852,882,2007-04-02,1
11852,451,2007-05-10,1
11852,802,2007-06-08,1
11852,682,2007-07-26,0
11852,535,2007-08-09,0
10763,383,2004-09-16,0
10763,663,2004-10-30,0
10763,367,2004-11-23,1
10763,633,2004-12-18,0
10763,527,2005-02-01,1
10509,1479,2007-08-16,1
10509,1163,2007-10-02,0
10509,1232,2007-10-22,1
10509,1584,2007-12-08,1
10509,1392,2008-01-09,1
10509,1173,2008-02-25,0
10770,466,2004-10-06,0
10770,703,2004-11-08,0
10770,766,2004-12-27,0
10770,692,2005-02-02,0
10770,617,2005-03-03,0
10770,531,2005-03-15,0
10770,622,2005-03-26,1
10921,338,2013-01-08,0
10921,343,2013-02-22,1
10921,320,2013-03-10,0
10921,386,2013-04-01,0
10921,302,2013-05-06,1
10921,285,2013-06-19,0
10921,421,2013-07-02,1
10921,479,2013-07-31,0
10921,421,2013-08-14,1
11079,1955,2007-03-10,1
11079,2585,2007-04-24,0
11079,2188,2007-05-27,0
11079,2011,2007-07-02,0
11079,1740,2007-08-18,0
11079,1396,2007-10-06,1
11079,1673,2007-11-06,0
11079,2062,2007-11-25,0
11896,1044,2004-05-15,1
11896,1055,2004-06-02,0
11896,1986,2004-06-22,1
11896,1215,2004-08-05,1
11896,1386,2004-09-22,1
11896,1541,2004-11-09,1
11896,1651,2004-11-19,1
11896,1834,2004-12-19,1
10188,179,2014-02-02,0
10188,141,2014-02-18,0
10188,126,2014-03-27,0
10188,166,2014-05-05,1
10188,161,2014-06-07,0
10188,113,2014-06-30,1
10143,1358,2004-11-05,0
10143,1420,2004-12-02,0
10143,1756,2004-12-28,0
10143,1995,2005-01-19,1
10143,2186,2005-02-28,1
11052,728,2004-09-30,0
11052,1214,2004-11-02,1
11052,1039,2004-12-04,1
11052,1016,2004-12-30,1
11052,766,2005-02-11,0
11052,966,2005-02-23,1
10045,1276,2004-04-28,0
10045,1701,2004-06-09,0
10045,1530,2004-07-08,1
10045,1303,2004-07-24,0
10045,1229,2004-08-06,0
10045,972,2004-08-19,1
11975,423,2009-09-27,1
11975,556,2009-11-09,0
11975,692,2009-12-15,1
11975,515,2010-01-07,0
11975,585,2010-02-14,0
11573,1658,2003-07-09,0
11573,1698,2003-08-05,1
11573,1850,2003-08-25,0
11573,1981,2003-09-27,0
11573,1501,2003-10-20,1
11573,1122,2003-11-15,1
11573,1648,2003-11-26,0
11573,1101,2003-12-21,0
11573,1331,2004-02-07,0
11695,1468,2006-08-20,1
11695,1431,2006-09-16,0
11695,1650,2006-10-15,0
11695,2321,2006-11-15,1
11695,1987,2006-12-28,0
11695,2112,2007-01-14,0
10676,545,2004-02-28,0
10676,670,2004-03-11,1
10676,441,2004-04-11,0
10676,671,2004-05-30,0
10676,580,2004-06-28,0
10676,366,2004-07-15,0
10676,542,2004-08-04,0
10676,578,2004-09-06,0
10676,423,2004-10-15,1
11488,1099,2003-07-28,0
11488,1701,2003-08-14,1
11488,1335,2003-08-26,1
11488,1738,2003-10-07,0
11488,1793,2003-11-16,0
11304,350,2001-12-07,0
11304,381,2001-12-28,0
11304,379,2002-01-11,1
11304,291,2002-02-24,1
11304,318,2002-04-05,1
11304,481,2002-05-12,1
10383,1805,2004-07-09,1
10383,1695,2004-08-07,1
10383,1394,2004-09-01,0
10383,1288,2004-09-15,0
10383,2027,2004-11-02,1
10858,1001,2014-06-19,0
10858,788,2014-07-12,0
10858,819,2014-07-26,0
10858,738,2014-09-10,1
10858,713,2014-09-20,1
10858,603,2014-10-26,1
10858,721,2014-11-16,1
10858,1013,2014-12-06,0
11031,902,2009-05-31,0
11031,863,2009-06-21,1
11031,1005,2009-07-11,0
11031,610,2009-08-09,0
11031,916,2009-08-30,0
11031,872,2009-09-17,0
11031,933,2009-10-19,1
11031,977,2009-11-04,1
11520,1670,2002-05-01,0
11520,1430,2002-06-02,0
11520,1968,2002-07-03,1
11520,1195,2002-08-01,0
11520,1471,2002-09-16,1
11520,1200,2002-10-12,0
11520,2005,2002-11-21,1
11520,1511,2002-12-19,0
11338,403,2009-05-08,1
11338,442,2009-06-13,0
11338,435,2009-07-21,0
11338,466,2009-08-31,1
11338,399,2009-09-30,1
11338,460,2009-11-18,1
10202,2402,2005-09-08,1
10202,2497,2005-09-23,0
10202,2348,2005-10-16,1
10202,2554,2005-11-03,0
10202,2308,2005-12-22,0
10202,1473,2006-01-31,1
10202,2695,2006-02-23,1
10326,120,2004-01-12,1
10326,167,2004-02-23,0
10326,88,2004-04-01,0
10326,114,2004-04-13,0
10326,86,2004-05-08,1
10326,139,2004-06-07,1
10326,166,2004-06-27,0
10326,89,2004-07-24,1
10424,648,2011-06-21,1
10424,996,2011-07-25,0
10424,751,2011-08-29,1
10424,918,2011-10-06,1
10424,851,2011-11-11,0
10424,1107,2011-12-26,1
10424,1140,2012-01-18,1
10522,242,2000-08-20,1
10522,271,2000-09-30,0
10522,298,2000-10-18,1
10522,252,2000-10-31,0
10522,292,2000-12-12,1
10522,185,2001-01-18,0
10522,193,2001-02-22,0
10522,297,2001-04-09,1
10049,413,2012-03-13,1
10049,447,2012-04-04,0
10049,564,2012-04-22,0
10049,629,2012-05-10,0
10049,630,2012-06-13,1
10049,402,2012-06-24,1
11537,233,2007-11-18,0
11537,203,2007-12-27,1
11537,151,2008-01-20,1
11537,173,2008-01-30,0
11537,183,2008-03-17,1
11537,169,2008-04-24,1
10285,1266,2012-11-23,1
10285,800,2012-12-22,0
10285,1375,2013-01-11,0
10285,1426,2013-02-09,0
10285,930,2013-02-26,1
10285,1496,2013-04-13,1
10436,2411,2012-01-06,0
10436,1666,2012-02-08,0
10436,1606,2012-03-14,1
10436,2050,2012-04-20,0
10436,1819,2012-06-01,1
10436,1621,2012-07-10,1
11595,109,2014-11-25,1
11595,104,2015-01-06,0
11595,111,2015-02-03,0
